MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10145910,Closed Sale,661 NE 80th Street,2,1,,289000,295000,08/25/2016 12:00:00 AM,11/14/2016 12:00:00 AM,Miami,SHORECREST,,1410,1410,1938,Cbs Construction,Attached,One Story,Central Heat,Central Cooling,1,Driveway,,,Screened Porch,Wood Floors,"Fireplace, French Doors, Vaulted Ceilings",Less Than 1/4 Acre Lot,,,,Florida Room,Municipal Sewer,None,Municipal Water,,SHORECREST,1648,,False,,R30-No Pool/No Water,False,False,,,,,"Gas Metered, No Subdiv/Park Info",,Ok To Lease,,,,,,,,,,,,,"Charming 2 bedroom 1 bath home located east of Biscayne Blvd corridor in desirable Shore Crest neighborhood.  Home features a working fireplace, hard wood floors, vaulted ceilings, one car garage, florida room and large yard. Walking distance to restauran ts and shops. Minutes to South Beach and Miami airport.",11/15/2016 12:00:00 AM,,33138,18,,02/28/2017 12:00:00 AM,09/18/2016 12:00:00 AM,11/14/2016 12:00:00 AM,Conventional,24,Miami-Dade County,01-32-07-016-2020,09/10/2016 12:00:00 AM,False,
A2184655,Closed Sale,600 NE 36 ST,1,1,1,289000,280000,10/05/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Miami,,,757,757,1973,Concrete Block Construction,,,Central Heat,Central Cooling,1,1 Space,,,Barbeque,Tile Floors,Elevator,,,,,,,,,,,2886,,,,C23-Condo/Timeshare,False,False,,,11,0,,Doorman,No Restrictions,,Monthly,0,0,0,444,,,,Charter Club,1108,,"Gorgeous 1 Bedroom 1.5 Bathroom Unit with a spectacular water view. Remodeled kitchen, Washer & Dryer IN UNIT, Modern Bathrooms, New Floors, and More ! ",12/22/2015 12:00:00 AM,,33137,10,,04/05/2016 12:00:00 AM,11/02/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Conventional,28,Miami-Dade County,01-32-30-046-2180,10/05/2015 12:00:00 AM,False,
A2165055,Closed Sale,8230 NE 3 AV,3,2,0,289000,275000,08/19/2015 12:00:00 AM,11/16/2015 12:00:00 AM,Miami,OAKLAND GROVE AMD,,1147,1147,1952,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,0,Driveway,,Snack Bar/Counter,"Fruit Trees, Fence, Open Porch",Tile Floors,"First Floor Entry, Vaulted Ceilings",Less Than 1/4 Acre Lot,,,,"Family Room, Den/Library/Office, Utility Room/Laundry, Other",Municipal Sewer,Garden View,Municipal Water,,OAKLAND GROVE AMD,1736,,False,"Separate Tub & Shower, Dual Sinks",R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"      Beautifully remodeled mid-century Modern w/ spacious open layout! Brand-new kitchen w/ eat-in bar top & stainless steel appliances. Large impact windows allow for tons of natural light to flow across gorgeous new tile floors. Completely remodeled ba throoms, new roof, fenced-in private backyard with 2-car driveway. Close to Biscayne MiMo & Design Districts. Value-priced designer gem—this one won't last!",11/09/2015 12:00:00 AM,X,33138,22,,11/20/2015 12:00:00 AM,09/28/2015 12:00:00 AM,11/16/2015 12:00:00 AM,Conventional,40,Miami-Dade County,01-32-07-027-0101,08/25/2015 12:00:00 AM,False,
A2037820,Closed Sale,7282 GARY AV,3,2,1,289000,280000,11/24/2014 12:00:00 AM,03/05/2015 12:00:00 AM,Miami Beach,PARK VIEW ISLAND,,1608,1608,1956,Concrete Block Construction,Attached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,,"Fruit Trees, Open Balcony, Patio","Ceramic Floor, Wood Floors","First Floor Entry, Split Bedroom, Walk-In Closets",Less Than 1/4 Acre Lot,,,,Great Room,Municipal Sewer,Garden View,Municipal Water,,PARK VIEW ISLAND,3675,,False,,R30-No Pool/No Water,False,False,,,,,Public Road,,Ok To Lease,,,,,,,,,,,,,"totally remodeled single family attached home on miami beach, this 2 story home has no HOA fees, and is not a condo.  more then 1600 sf,  this townhouse has 3 bedrooms and 2 baths on the second floor, remodeled kitchen, great room and 1/2 bath on first fl oor.  balcony off of master bedroom overlooks private walled back patio/yard for bar-be-cues.  back yard has a mango tree!  floor are ceramic on first floor and real oak on second.  all bathrooms and kitchen remodeled. SEE BROKERS REMARKS.",03/13/2015 12:00:00 AM,X,33141,8,,11/24/2015 12:00:00 AM,02/11/2015 12:00:00 AM,03/05/2015 12:00:00 AM,Cash,79,Miami-Dade County,02-32-02-014-0000,11/24/2014 12:00:00 AM,False,
A2026969,Closed Sale,1390 71 ST,2,1,0,289000,289000,10/29/2014 12:00:00 AM,03/05/2015 12:00:00 AM,Miami Beach,OCEAN SIDE SEC ISLE OF NO,,1443,1443,1949,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,1,Driveway,Attached,,Other,Other Floors,Other Interior Features,Less Than 1/4 Acre Lot,,,,Other,Other Sewer,Other View,Municipal Water,,OCEAN SIDE SEC ISLE OF NO,2597,,False,,R30-No Pool/No Water,False,True,,,,,Other Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"What an opportunity to own this home in Normandy Isles! The options are endless with this charming detached home that currently awaits to be brought back to all of its glory. Features fenced rear yard with mature trees, ample living area and front porch.  In close proximity to shopping areas, places of worship and beaches. This is a Fannie Mae HomePath Property!",03/05/2015 12:00:00 AM,X,33141,12,,03/03/2015 12:00:00 AM,01/27/2015 12:00:00 AM,03/05/2015 12:00:00 AM,Cash,90,Miami-Dade County,02-32-10-013-2600,10/30/2014 12:00:00 AM,False,
A1971088,Closed Sale,528 NE 75 ST,2,2,0,289000,274000,06/30/2014 12:00:00 AM,10/17/2014 12:00:00 AM,Miami,FEDERAL WAY AMD,,1156,1156,1939,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,0,Driveway,Attached,Formal Dining,"Deck, Fence, Room For Pool",Wood Floors,"First Floor Entry, Fireplace",Less Than 1/4 Acre Lot,,,,Florida Room,Municipal Sewer,Garden View,Municipal Water,Blinds/Shades,FEDERAL WAY AMD,2853,,False,Combination Tub & Shower,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,Palm Grove,,,,"Beautiful Art Deco Bungalow in Historic Palm Grove, 2/1 + Garage Apartment w/ Bath, Nice Original Wood Floors Throughout, Charming Art Deco Fireplace, Recently Renovated Kitchen w/ Stainless Appliances, Nice Original Bath, Central AC, Large Back Yard, Nic e Deck, Old Garage Conversion was probably done without permits 40-50 years ago, Impact Windows through most of the house, Roof is watertight but may need replacing for insurance, Located in a Historic District, Great Starter Home",10/24/2014 12:00:00 AM,50X148,33138,14,,12/29/2014 12:00:00 AM,08/13/2014 12:00:00 AM,10/17/2014 12:00:00 AM,Cash,44,Miami-Dade County,01-32-07-040-1410,07/01/2014 12:00:00 AM,True,4000
A1871559,Closed Sale,7282 GARY AV,3,2,1,289000,280000,11/19/2013 12:00:00 AM,03/05/2015 12:00:00 AM,Miami Beach,,,1608,1608,1956,Cbs Construction,,,"Electric Heat, Central Heat","Central Cooling, Electric Cooling",0,2 Or More Spaces,,,"Fence, Open Balcony, Open Porch",Ceramic Floor,"Split Bedroom, Walk-In Closets",,,,,,,,,,,3676,,,,T51-Townhouse Fee Simple,False,False,,,1,2,,Other Security,Okay To Lease,,,0,0,0,0,,,PARK VIEW ISLAND,PARK VIEW ISLAND,0,,"BEAUTIFUL TOTALLY REMODELED town home (not a condominium).  this spacious 1,608 sf 2 story gem has 3 bedrooms, 2.5 remodeled bathrooms, new gourmet kitchen (white/granite/stainless), custom lighting, balcony off master suite, walk-in closets, and a large  private walled back patio (perfect for bar-be-queing and outside dining.  NO MAINTENANCE ! parking in front for 2 cars.  minutes from the beach and south beach.  easy to show. please see brokers remarks.",03/13/2015 12:00:00 AM,,33141,8,,05/19/2015 12:00:00 AM,02/11/2015 12:00:00 AM,03/05/2015 12:00:00 AM,Cash,449,Miami-Dade County,02-32-02-014-0260,11/19/2013 12:00:00 AM,False,
A1954947,Closed Sale,758 NE 90 ST,2,2,0,288000,278000,05/27/2014 12:00:00 AM,10/31/2014 12:00:00 AM,Miami,,,1282,1282,2005,Cbs Construction,,,Central Heat,Central Cooling,2,2 Or More Spaces,Attached,Dining/Living Room,Storm/Security Shutters,Carpeted Floors,"Roman Tub, Split Bedroom, Walk-In Closets",,,,,,,,,"Bay Window, Sliding",,2971,,,Separate Tub & Shower,T52-Townhouse Condo,False,False,15,98,1,3,,"Complex Fenced, Card Entry, Phone Entry","No Restrictions, Okay To Lease 1st Year",,Monthly,360,0,0,360,,,PRESERVE TOWNHOMES,PRESERVE TOWNHOMES CONDO,511,,"Wonderful tri-level 2 BD / 2 BA townhome with double car garage + dedicated bonus 3rd parking space in front. Large unit located between Aventura and Downtown Miami in gated community of 98 homes. Close to Publix, TD Bank, Miami Shores Shopping Center and  the MIMO Shopping and Restaurant District of Miami's Hot Upper East Side. A few blocks from Biscayne Bay and parks for enjoyment. Community offers mature protected Oaks, small park, fountain & community pool. Unit rented month-to-month.  ",10/31/2014 12:00:00 AM,,33138,22,,11/30/2014 12:00:00 AM,09/29/2014 12:00:00 AM,10/31/2014 12:00:00 AM,Conventional,125,Miami-Dade County,30-32-06-051-0480,05/27/2014 12:00:00 AM,False,
A1918480,Closed Sale,812 RAYMOND ST,3,2,1,288000,265000,03/09/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Miami Beach,,,1608,1608,1956,Cbs Construction,,,Central Heat,Central Cooling,1,Assigned Parking,Detached,,"Open Balcony, Patio",Tile Floors,Closet Cabinetry,,,,,,,,,,,1212,,,,T51-Townhouse Fee Simple,False,False,,,1,2,,No Security,No Restrictions,,None,0,0,0,0,,,,PARK VIEW,0,,WALKING DISTANCE TO THE BEACH. NICE LOCATION. CENTRALLY LOCATED WALKING DISTANCE TO EVERYWHERE. UNIT WITH A LOT UPDATES. STAINLESS STEEL APPLIANCES. ALL THE FIRST FLOOR WITH TILE AND THE SECOND FLOOR WITH ORIGINAL WOOD. OWNER VERY MOTIVATED. ,12/08/2014 12:00:00 AM,,33141,9,,12/31/2014 12:00:00 AM,10/23/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Conventional,228,Miami-Dade County,02-32-02-014-0060,03/09/2014 12:00:00 AM,False,
A10328250,Closed Sale,921 NE 81st St,4,1,1,286200,281404,08/15/2017 12:00:00 AM,10/27/2017 12:00:00 AM,Miami,SHORECREST,6780,1630,1630,1937,Cbs Construction,Detached,One Story,Other,Wall/Window Unit Cooling,0,Driveway,,,"Fence, Other",Tile Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Other,Other Sewer,None,Other,,SHORECREST,1355,,False,,R30-No Pool/No Water,False,True,,,,,Paved Road,,Other Restrictions,,,,,,,,,,,,,Diamond in the rough. If you dig a little deeper than the exterior you find an older home with lots of charm. Cozy 4 bed 2 bath ranch home was built in 1937; and offers the perfect opportunity to build some equity.  Home will require some renovations and upgrades to meet your needs. Don't let this one pass you by-Schedule a visit today.,01/12/2018 12:00:00 AM,,33138,7,,08/04/2018 12:00:00 AM,09/13/2017 12:00:00 AM,08/23/2017 12:00:00 AM,Cash,15,Miami-Dade County,01-32-07-016-1330,08/15/2017 12:32:39 PM,False,
A10456426,Closed Sale,900 Bay Dr,1,1,1,285000,270000,03/09/2018 12:00:00 AM,04/17/2018 12:00:00 AM,Miami Beach,KING COLE CONDO,,920,920,1963,"Concrete Block Construction, Cbs Construction",,,No Heat,Central Cooling,1,Covered Parking,,,"Barbeque, Fruit Trees",Marble Floors,First Floor Entry,,,,,,,,,,KING COLE CONDO,2763,,,,C42-Condo 5+ Stories,False,False,,,10,11,,"Complex Fenced, Doorman, Garage Secured",Ok To Lease,,Monthly,796,0,0,796,,,,King Cole Condominium,1019,,"Magnificent hig floor with panoramic bay & Brickell-Downtown view. Floor to ceiling glass walls. Historic MIMO architecture. Newhallways, balconies & docks. Luxury service, doorman & valet 24/7, Olympic size heated pool, gym and marina. Free valet parking 1 car, 2nd car $50 per month. Maintenance included electric, internet & HD cable TV. Walking distance to the beach, restaurants,supermarkets and shops. EZ to show.",04/16/2018 12:00:00 AM,,33141,29,,03/08/2019 12:00:00 AM,03/14/2018 12:00:00 AM,03/14/2018 12:00:00 AM,Cash,5,Miami-Dade County,02-32-10-029-2720,04/21/2018 8:42:10 PM,True,500
A2163969,Closed Sale,6865 BAY DR,1,1,0,285000,285000,08/23/2015 12:00:00 AM,11/22/2015 12:00:00 AM,Miami Beach,,,790,790,1948,"Concrete Block Construction, Cbs Construction",,,Central Heat,"Ceiling Fans, Central Cooling",0,"None, Guest Parking",,"Breakfast Area, Eat-In Kitchen, L Shaped Dining","Barbeque, Deck, Courtyard",Ceramic Floor,First Floor Entry,,,,,,,,,,,2249,,,,T52-Townhouse Condo,False,False,,,1,24,,"Complex Fenced, Phone Entry",Corporate Buyer OK,,Monthly,0,0,0,0,,,,Tropical Resort,19,, ,11/22/2015 12:00:00 AM,,33141,11,,06/23/2016 12:00:00 AM,11/15/2015 12:00:00 AM,11/22/2015 12:00:00 AM,Cash,84,Miami-Dade County,02-32-10-045-0190,08/23/2015 12:00:00 AM,False,
A2019643,Closed Sale,801 NE 87 ST,2,1,0,285000,253000,10/14/2014 12:00:00 AM,12/05/2014 12:00:00 AM,Miami,NO SHORE CREST,,1215,1215,1938,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,1,Driveway,Attached,,"Open Porch, High Impact Doors","Tile Floors, Wood Floors",First Floor Entry,Less Than 1/4 Acre Lot,,,,Other,Municipal Sewer,Garden View,Municipal Water,,NO SHORE CREST,2693,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Desirable upper East Side Shorecrest Historic neighborhood. Fully fenced home with tile roof. Features 2 beds, 1 bath, dining room, large living room and garage. Home has been entirely renovated, new kitchen, new flooring, new bath and has brand new beaut iful Hurricane Impact Resistant Casement windows. Spacious yard with driveway. Close to Miami Shores, El Portal and a few blocks away front the Bay",12/30/2014 12:00:00 AM,66X   100,33138,10,,10/14/2015 12:00:00 AM,10/29/2014 12:00:00 AM,12/05/2014 12:00:00 AM,Conventional,15,Miami-Dade County,30-32-06-028-0770,10/14/2014 12:00:00 AM,False,
A2016810,Closed Sale,949 NE 82 ST,3,2,0,285000,285000,10/08/2014 12:00:00 AM,12/15/2014 12:00:00 AM,Miami,SHORE CREST,,1493,1493,1965,Concrete Block Construction,Detached,One Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,Family/Dining Combination,"Fence, Patio",Tile Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Family Room,Municipal Sewer,Other View,Municipal Water,Other Windows,SHORE CREST,0,False,False,,R30-No Pool/No Water,False,True,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Quaint and charming 3 bedroom / 2 bath home in the heart of Miami's Shorecrest neighborhood. Home is completely tiled throughout and features an upgraded kitchen with wood cabinets and stainless steel appliances and upgraded tile baths. Home also features  an ample sized family room overlooking the oversized lushly landscaped yard and large wooden deck, light and bright living areas, and an inviting front yard. This is a Fannie Mae homepath property.",11/30/2014 12:00:00 AM,X,33138,15,,01/06/2015 12:00:00 AM,10/28/2014 12:00:00 AM,12/15/2014 12:00:00 AM,Fha,20,Miami-Dade County,01-32-07-016-0920,10/08/2014 3:31:00 PM,False,
A2027828,Closed Sale,514 NE 76 ST,3,2,0,282900,300000,10/31/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Miami,FEDERAL WAY AMD,,1759,1759,1936,"Cbs Construction, Other Construction",Detached,"One Story, Old Spanish",Central Heat,Central Cooling,0,"Covered Parking, Driveway",,Formal Dining,"Fruit Trees, Fence, Exterior Lighting, Open Balcony, Room For Pool","Tile Floors, Wood Floors, Other Floors",First Floor Entry,Less Than 1/4 Acre Lot,,,,Florida Room,Municipal Sewer,Other View,Municipal Water,,FEDERAL WAY AMD,2656,,False,,R30-No Pool/No Water,False,True,,,,,No Subdiv/Park Info,,Ok To Lease,,,,,,,,,federal way amd,,,,"Multiple Offer Scenario to 11/10/14  era 30's Old Spanish w/carport, room to expand & to have a pool... just perfect for the Holidays! A charmer, formal living room with fireplace, formal dining room, sun room, master w/ensuite Art Deco style bathroom, Ar t Deco hallway bathroom, beautiful hardwood flooring, walk to restaurants,shops,close to Miami Design District, Midtown & Beaches! Brand new Tile Roof! ""See attachment for PAS requirements and WFHM offer submittal information in MLS document section"".",12/28/2014 12:00:00 AM,X,33138,27,,01/02/2015 12:00:00 AM,11/12/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Conventional,12,Miami-Dade County,01-32-07-040-1030,10/31/2014 12:00:00 AM,True,9000
A2100080,Closed Sale,5701 COLLINS AV,1,2,0,281134,268000,04/10/2015 12:00:00 AM,08/21/2015 12:00:00 AM,Miami,,,824,824,1969,Cbs Construction,,,Heat Pump/Reverse Cycle,"Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Valet Parking",,,Open Balcony,Tile Floors,Dome Kitchen,,,,,,,,,,,4033,,,,C45-Co-Op 5+ Stories,False,True,255,255,16,17,,Doorman,Other Restrictions,,None,0,0,0,617,,,Arlen Beach Condo,Arlen Beach Condo,1611,,"BANK OWNED ARLEN BEACH CONDO 1 BEDROOM W/ PARTIAL BAY VIEWS. BUILDING INTERIOR RENOVATION BY STEVEN G. MUST HAVE PROOF OF FUNDS & OR LOAN COMMITMENT. ALL CONTRACTS / OFFERS ARE SUBJECT TO BANKS SENIOR MANAGEMENT APPROVAL & ANY OFFERS OR COUNTER OFFERS BY  BANK ARE NOT BINDING UNLESS THE ENTIRE AGREEMENT IS RATIFIED BY ALL PARTIES. SELLER WILL PAY FOR BUYERS TITLE POLICY IF SELLERS TITLE COMPANY IS SELECTED PRIOR TO CONTRACT. ONLY ""AS-IS"" & ""WHERE-IS"" CONTRACTS. SEE ATTACHMENTS FOR OFFER INSTRUCTIONS.",08/21/2015 12:00:00 AM,,33140,8,,09/30/2015 12:00:00 AM,08/21/2015 12:00:00 AM,08/21/2015 12:00:00 AM,Cash,133,Miami-Dade County,02-32-11-028-2150,04/10/2015 12:00:00 AM,False,
F10033091,Closed Sale,7647 NE 3rd Ave,3,2,,279999,233500,09/28/2016 12:00:00 AM,02/21/2017 12:00:00 AM,Miami,Dixie Hwy Park,4075,1326,1118,1999,Cbs Construction,Attached,One Story,Central Heat,Central Cooling,0,Driveway,,,Other,"Ceramic Floor, Tile Floors","First Floor Entry, Pantry",Other Lot Description,,,,Other,Other Sewer,Other View,Other,High Impact Windows,Dixie Hwy Park,1050,,False,,R30-No Pool/No Water,False,False,,,,,Other Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,,03/23/2017 12:00:00 AM,,33138,30,,09/28/2017 12:00:00 AM,02/01/2017 12:00:00 AM,02/01/2017 12:00:00 AM,Conventional,126,Miami-Dade County,01-32-07-039-0020,09/28/2016 3:23:33 PM,False,
A1994231,Closed Sale,441 NE 71 ST,2,1,0,279900,250000,08/20/2014 12:00:00 AM,02/06/2015 12:00:00 AM,Miami,FEDERAL WAY AMD,,1053,1053,1940,Cbs Construction,Detached,One Story,Central Heat,"Ceiling Fans, Central Cooling",1,Driveway,,Formal Dining,Fence,Wood Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Other,Municipal Sewer,Garden View,Municipal Water,Blinds/Shades,FEDERAL WAY AMD,2715,,False,,R30-No Pool/No Water,False,False,,,,,Other Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Beautiful home with vaulted ceiling in living area, Huge backyard ready for a pool. Renovated kitchen and a one car garage. This home is tenant occupied. Cash buyers only  ",02/06/2015 12:00:00 AM,50X   145,33138,7,,02/20/2015 12:00:00 AM,01/20/2015 12:00:00 AM,02/06/2015 12:00:00 AM,Cash,153,Miami-Dade County,01-32-07-040-2830,08/20/2014 12:00:00 AM,False,
A2115524,Closed Sale,7344 GARY AV,3,2,1,275000,275000,05/12/2015 12:00:00 AM,04/01/2016 12:00:00 AM,Miami Beach,,,1608,1608,1956,Cbs Construction,,,Central Heat,Central Cooling,0,2 Spaces,,,Open Balcony,"Wood Floors, Tile Floors",First Floor Entry,,,,,,,,,,,4806,,,,T51-Townhouse Fee Simple,False,False,,,2,2,,No Security,Okay To Lease,,Quarterly,0,0,0,0,,,,Park View Island,0,,"SPACIOUS TWO STORY TOWNHOME. WALK TO THE BEACH, RESTAURANTS, PARKS. BEACH TROLLY. NO NEED TO DRIVE IF YOU DONT NEED TO, ITS ALL HERE! BALCONY IN MASTER BEDROOM. ",03/01/2016 12:00:00 AM,,33141,1,,02/29/2016 12:00:00 AM,01/29/2016 12:00:00 AM,04/01/2016 12:00:00 AM,Cash,102,Miami-Dade County,02-32-02-014-0492,05/12/2015 12:00:00 AM,False,
A2135295,Closed Sale,6450 COLLINS AV,1,2,0,270000,270000,06/23/2015 12:00:00 AM,10/16/2015 12:00:00 AM,Miami Beach,,,1006,1006,1968,Cbs Construction,,,Central Heat,"Central Cooling, Ceiling Fans",0,"1 Space, Open Space Parking",,,None,Ceramic Floor,"Closet Cabinetry, Elevator, Walk-In Closets",,,,,,,,,"Blinds/Shades, Impact Glass",,1583,,,"None, Separate Tub & Shower",C44-Co-Op 1-4 Stories,False,False,,,4,16,,"Doorman, Lobby Secured, Tv Camera","No Trucks/Rv'S, Renting Limited",,Monthly,0,0,0,576,,,,Ocean Park Condominium,407,,"NEW APPLIANCES.REMODELED KITCHEN. IMPACT WINDOW. DIRECT OCEAN VIEW, ACROSS ALLISON PARK. ONE BEDROOM, TWO COMPLETE BATHROOM. HUGE LIVING ROOM. VERY SPACIOUS CLOSETS. ",09/30/2015 12:00:00 AM,,33141,10,,09/20/2015 12:00:00 AM,08/04/2015 12:00:00 AM,10/16/2015 12:00:00 AM,Exchange,42,Miami-Dade County,02-32-11-040-0800,06/23/2015 12:00:00 AM,True,400
A2094300,Closed Sale,929 NE 78 ST,4,3,0,270000,250000,03/24/2015 12:00:00 AM,05/22/2015 12:00:00 AM,Miami,SHORE CREST,,1555,1555,1936,Cbs Construction,Detached,One Story,No Heat,No Cooling,0,Driveway,,,"Deck, Fence, Open Porch",Tile Floors,"First Floor Entry, Fireplace, 3 Bedroom Split, Vaulted Ceilings, Walk-In Closets",Less Than 1/4 Acre Lot,,,,"Family Room, Den/Library/Office, Studio Apartment",Other Sewer,None,Other,,SHORE CREST,1532,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Amazing opportunity to get in on this up and coming Upper Eastside area. Minutes from the beach, North Miami Marina and the beautiful Biscayne Bay.  Home values are steadily increasing with the new development across the street ranging from $775K-$2.5M.   Home sits on a very large lot on a quiet street.     Don't miss out on this great opportunity to renovate or build your dream home. Lot is priced to Sell don't miss out on this great opportunity!!",05/20/2015 12:00:00 AM,X,33138,8,,03/24/2016 12:00:00 AM,05/06/2015 12:00:00 AM,05/22/2015 12:00:00 AM,Cash,43,Miami-Dade County,01-32-07-016-3680,03/31/2015 12:00:00 AM,False,
A2016291,Closed Sale,720 NE 62 ST,1,1,0,270000,285000,10/07/2014 12:00:00 AM,03/20/2015 12:00:00 AM,Miami,,,0,0,2008,Cbs Construction,,,Central Heat,Central Cooling,1,1 Space,,,"High Impact Doors, Open Balcony",Marble Floors,First Floor Entry,,,,,,,,,,,5053,,,,C23-Condo/Timeshare,False,False,,,4,5,,"Doorman, Elevator Secure, Intercom In Lobby",Okay To Lease,,Monthly,0,0,0,446,,,,IOS ON THE BAY,408,,"Beautiful 1/1 apartment with marble floors throughout.  Floor to ceiling impact windows, larger balcony w/ bay and pool views, designer cabinetry, granite counters, and premium  stainless steel appliances.  Boutique bay front building features attended lo bby, fitness center, secured parking and bay front pool. Located in the center of the action (school, parks, restaurants) and 10 minutes from downtown and MIA international airport. TENANT UNTIL JULY 2015",03/13/2015 12:00:00 AM,,33138,10,,10/07/2015 12:00:00 AM,01/05/2015 12:00:00 AM,03/20/2015 12:00:00 AM,Cash,90,Miami-Dade County,0132180860290,10/07/2014 12:00:00 AM,False,
A2051727,Closed Sale,1340 NORMANDY DR,3,2,0,269900,263000,12/31/2014 12:00:00 AM,03/16/2015 12:00:00 AM,Miami Beach,OCEAN SIDE SEC ISLE OF NO,,1225,1225,1938,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,0,"Street Parking, Other Parking",,,None,"Wood Floors, Ceramic Floor",First Floor Entry,Less Than 1/4 Acre Lot,,,,No Additional Rooms,Municipal Sewer,None,Municipal Water,,OCEAN SIDE SEC ISLE OF NO,3243,False,False,Combination Tub & Shower,R30-No Pool/No Water,False,True,,,,,No Subdiv/Park Info,,"No Restrictions, Other Restrictions",,,,,,,,,,,,,"Employees and family members residing with employees of Bank of America, its affiliates or subsidiaries are strictly prohibited from directly or indirectly purchasing any property owned by Bank of America. BUYER TO VERIFY ALL FACTS AND FIGURES. SELLER'S C HOICE OF TITLE COMPANY. SELLER ADDENDUMS TO FOLLOW ACCEPTED CONTRACT.",03/30/2015 12:00:00 AM,,33141,9,,03/31/2015 12:00:00 AM,01/29/2015 12:00:00 AM,03/16/2015 12:00:00 AM,Cash,29,Miami-Dade County,02-32-10-013-2900,01/02/2015 12:00:00 AM,False,
A1972537,Closed Sale,460 NE 76 ST,2,1,0,269900,251000,07/03/2014 12:00:00 AM,10/17/2014 12:00:00 AM,Miami,FEDERAL WAY AMD,,1032,1032,1937,Concrete Block Construction,Detached,"One Story, Ranch",Central Heat,Central Cooling,0,Slab/Strip,,Florida/Dining Combination,Fence,Wood Floors,"Vaulted Ceilings, Fireplace-Decorative",Less Than 1/4 Acre Lot,,,,Garage Converted,Municipal Sewer,Garden View,Municipal Water,,FEDERAL WAY AMD,1867,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,Other Restrictions,,Yearly,,,,0,,,,,,,"Live in this Wonderful home. Large yard for entertaining. Electric, roofing and bathroom where updated.Home has beautiful original harwood floors, fireplace and a garage for storage. Large kitchen. Great starter home. Kitchen needs possible upgrade. ",10/18/2014 12:00:00 AM,X,33138,9,,01/03/2015 12:00:00 AM,10/06/2014 12:00:00 AM,10/17/2014 12:00:00 AM,Cash,95,Miami-Dade County,01-32-07-040-1120,07/03/2014 12:00:00 AM,True,5000
